"Name","ID","Website","Email Address","email_addresses_non_primary","Office Phone","Alternate Phone","Fax","Billing Street","Billing City","Billing State","Billing Postal Code","Billing Country","Shipping Street","Shipping City","Shipping State","Shipping Postal Code","Shipping Country","Description","Type","Industry","Annual Revenue","Employees","SIC Code","Ticker Symbol","Parent Account ID","Ownership","Campaign ID","Rating","Assigned to","Assigned User","Date Created","Date Modified","Modified by","Created by","Deleted","Longitude","Address","Geocode Status","Latitude"
"Fractal Media","7e8a0726-9e8a-ee47-d3b9-68f1ff437699","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Panasonic","7e97223c-6c99-dadc-167d-68f1ff9bf57a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Nordic Choice","7ed4a0ec-a4de-1110-b4a5-68f1ff30075c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"cirio","7f2295e5-adbd-e103-f93b-68f1fef98553","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Elastx","7f8a0f5a-ccdb-ec3d-2da8-6920643a0b99","","","","","","","","","","","","","","","","","","","","","","","","","","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","11/21/2025 13:08","11/21/2025 13:08","88d6d3dc-1e82-5e98-2dea-68ff57fae638","88d6d3dc-1e82-5e98-2dea-68ff57fae638","0","0,00000000","","","0,00000000"
"Bond Street Film","800f7acd-c182-c63b-d4fd-68f1fee21003","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"TV3 Group","80206587-a5fa-c52e-40b6-68f1ff91661d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Svensk Elitfotboll","802ed6b6-becb-da8c-719a-68f1ff13faab","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"CNN International","803f5884-5a90-5aef-e28b-68f1fee5d57e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"LO","8065ef5e-eca1-9f5c-2dbb-68f1ffef7d7e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Unified Streaming","811362bf-1f55-00f9-574d-68f1ff434508","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Musing AB","8172919b-136c-72d5-6d1a-68f1ffb272e7","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Kultkino","81acee05-d06f-1bca-1c46-68f1ff33f258","","","","","","","","","","","","","","","","","","","","","","","","","","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Amazon Prime","839543bf-552b-c165-df46-68f1ffb1671f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Sprii","83f110a2-b2fa-fab2-5e71-68f1ff19cb04","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Angus Media","8421844b-d605-3cb9-0cbe-68f1fe962cfa","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Kaleidescape","851f95d6-2f77-027d-b588-68f1ff74c30c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"FX Digital","8527f61b-780d-426b-6ad9-68f1ff771b98","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Zattoo","854aa4d0-c59d-f531-64be-68f1ff8b1999","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Viasat","85e937cf-a066-7e77-dd16-68f1ff4f4851","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Dazn","861b2101-d664-08a1-0e37-68f1fe84f35a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Helix Kapital","8632f93a-b900-eb42-13ad-68f1ffe001a9","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Swisscom","8667a244-0b97-a317-fd67-68f1ffe17916","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Dicentia","8667d629-e37f-f73e-850c-68f1fe7d0e80","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Discord","86a273f4-020d-43bc-f327-68f1ff15d417","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Vivoh","8702f3be-1f54-e9a3-4040-68f1ffd2252b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Makesense Solutions","874eff8c-e4ff-b877-f6b3-68f1ff731a91","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Skandha Digital","8793c7a8-ab49-8bcb-b198-68f1ff992f7a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Appear TV","87a71275-ba4c-810a-a4d3-68f1fe8e48ef","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Liberty Global Services","88158b61-c0c0-16ec-7437-68f1ff3bfb11","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Metronome","88680400-5b43-09cb-b8e4-68f1ff948cf5","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"TV5 Monde","888506a8-6ec0-4758-e52d-68f1ff5d37ad","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Synamedia","89003ebb-400e-39dd-b3c7-68f1ffa0d8ba","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Charter","899be8a3-cf36-58b0-2cc1-68f1ff8fa43e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"NGL INVEST SASU","8aaccfea-3361-9fa0-5e90-6901f2f0ed67","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/29/2025 10:55","10/29/2025 10:55","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","0,00000000","","","0,00000000"
"Signality","8ab439ee-5df6-688d-c037-68f1ff9fdcbe","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Nenda","8be68601-0456-396c-a4f7-68f1fffd1f45","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Tappx","8beb0877-231e-44db-1adb-68f1fff0f91c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Fastly","8c380b72-660f-669e-aab1-68f1ff325a0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Kanal D","8cce196e-41b4-8f1c-592b-68f1ff5d51c1","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"SSIMWAVE","8d1724c8-1ba5-5920-eec9-68f1fffc9688","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"OTTera","8d490b31-a928-ff06-6ca7-68f1ff908568","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Kintify","8d80db85-6423-2189-9fd2-68f1ff9ae801","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Luminar Ventures","8ded0a00-a389-5e41-ab75-68f1ffd2eba6","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Starfish Technologies","8e13bcac-c303-9b85-fe37-68f1ffe653c2","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Juventus Football Club","8e1a9bcb-76ca-976f-6701-68f1ffc5ab14","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Storyspaces","8e5c9b55-0fa4-48a2-65f3-68f1ff5dd3cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"NewMedia Broadcasting Corporation","8ecad75b-337b-346e-7206-68f1ff17b7db","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"E.W. Scripps","8f05afc6-db6a-6364-65e4-68f1ffb4064b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"43twenty","8f8c0bf5-e16e-7985-b9b1-68f1ff912661","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"NPO","8ff7e2cc-e1c7-190b-fa65-68f1ff17a7fe","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Dolby","9016fb2a-7e92-3f0a-5414-68f1feb6bb19","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Invidi","90515ce1-9d7e-08a8-07ce-68f1ffc9f0f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"RTS","905b9b76-077a-4181-6485-68f1ff3bcfde","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"SoftIron","90ba41c5-e23f-6102-62bf-68f1ff561d4e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"NetComTV","924fb195-0f73-9e19-d53b-68f1ff892a6a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Pinecove","92cb5b08-d70e-43d1-c67d-68f1ff01c123","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Thales","930dbdae-05c0-96d5-50ec-68f1ff5a3a46","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Entertainity","9334e4cd-6d2e-f874-9fc1-68f1fe3971af","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"IBM","93364b3a-44f8-6882-ca00-68f1ff9f2722","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Tingent","934554b6-5a9c-dbe7-63ff-68f1ff820b5b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Decentric Media","938b509c-cee9-b7ca-10db-68f1ffa9ef1a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Vualto","94536164-69f3-229f-0498-68f1ffdb0085","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Televic Conference","94615b70-1562-32ae-437f-68f1ff0906da","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"VisualOn","94abed80-53af-7021-949c-68f1ffe4e88d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Olympic Broadcasting Services","94bd081f-bc6a-55ca-b6bf-68f1ff19e03b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"NETINT","95ac2a84-aa13-7cb8-0049-68f1fffc1dae","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"NEP Switzerland","95af46a2-865f-48bd-f964-68f1ff92991b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Matrox","962562c2-5314-060a-4be7-68f1ffe0d08c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Digital TV Group","963d46b4-e036-51e3-d261-68f1ff435e51","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"G-Loot","9667aec9-2929-6f7f-a333-68f1ff676d62","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Tiago Martinho LTD","96930255-b6b3-78ad-8659-68f1ffb62360","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Struum","9702f853-1f01-4e7a-c47a-68f1ffcb348b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Advertisingweek","9703a9c2-1629-e655-069e-68f1ffa0cbb7","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"SoulTV","973f9b1a-3830-5889-5468-68f1ff0751c2","","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Lanlink","976ba369-7444-eae6-af11-68f1ffc78b44","","","","","","","","","","","","","","","","","","","","","","","","","","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Panda OS","9789007b-9305-6579-c559-68f1ffcc9efa","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"ITV","9796a1f0-6131-1da2-b71e-68f1ffbb2444","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Accurate Player","97ac09e2-ad9b-222e-f7d6-68f1fe24e3a0","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Promosapiens","97c68baf-432d-bb7d-680c-693c2e888a37","https://www.promosapiens-global.com","","","","","","","","","","","","","","","","","","","","","","","","","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","12/12/2025 15:00","12/12/2025 15:00","ebbf2708-f9cb-bff7-195e-68ff579f1d95","ebbf2708-f9cb-bff7-195e-68ff579f1d95","0","0,00000000","","","0,00000000"
"Aftonbladet","980d98e8-dcf1-b3fc-0b24-68f1fe8784db","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"SportsPro","981ce446-52b6-14f8-65c9-68f1ff812ff8","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Pathé Thuis","981e38b2-7949-b8fb-e98d-68f1ff220af2","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Brightcove","98598220-8fe5-6897-a622-68f1feca2f5d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:31","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"FlowNetwork","99001395-7105-ff6b-91de-68f1ff9836ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Trimble","9931a251-4ca7-d859-640d-68f1ff22e545","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Sportway","995d9d9f-cfa1-d2fd-81e0-68f1ff5ac0e0","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Waoo","99987b35-4088-129f-4142-68f1ffbd8c05","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Recall@k","9b23a460-6eb2-c497-e949-68f1ff568c7c","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Mediavision","9b7baa56-a721-9878-7e83-68f1fff01c8f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Nordic Content Protection","9bed5067-336c-6692-0352-68f1ff6f600e","","","","","","","","","","","","","","","","","","","","","","","","","","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Plint","9cb09499-be82-3af8-a73a-68f1fff559bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"MPP Global Solutions","9d020fa2-79b8-28fe-b4db-68f1ff1baf4b","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"NGL INVEST SASU","9d3cd237-1913-65fb-bbad-690c618f6b71","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","11/06/2025 08:53","11/06/2025 08:53","1","1","0","0,00000000","","","0,00000000"
"BibelTV","9d825247-62a7-a68a-004b-68f1ff44336e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"Oxford University","9dac7aa5-12c0-d3e5-ad9d-68f1ffbf9e6d","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Svenska Kennelklubben","9df8d8ea-a7cd-f647-886a-68f1ff41400f","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Ravnur","9e1112e3-696c-2f34-5f87-68f1ff1d2f6a","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:33","10/27/2025 11:29","1","1","0","0,00000000","","","0,00000000"
"TV4 Media","9e518ae6-97b9-3f99-cf8d-68f1ff61198e","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
"Kaltura","9e5d5535-28e7-2341-2c97-68f1ffb957db","","","","","","","","","","","","","","","","","","","","","","","","","","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:32","10/27/2025 11:28","1","1","0","0,00000000","","","0,00000000"
