"Subject","ID","Description","Status","Location","Start Date","End Date","Duration Hours","Duration Minutes","Reminder Time","Meeting Type","External App ID","Meeting Password","Start/Join Meeting","Host URL","Display URL","Meeting Creator","Parent Type","Parent ID","Outlook ID","Assigned to","assigned_user_id","Date Created","Date Modified","Created by","Modified by","Deleted","Email Reminder Time","Email reminder sent","Meeting update sequence","Repeat Type","Repeat Interval","Repeat Dow","Repeat Until","Repeat Count","Repeat Parent ID","Recurring Source","Google Event ID","Last Google Sync Timestamp","Longitude","Address","Geocode Status","Latitude"
"Meeting","c1054cf1-f6ad-c171-8ff2-68fb783352f6","","Held","","03/28/2023 00:00","03/28/2023 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","e6860c15-a1be-8ce1-3096-68f1ffb254fb","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c1721821-84f7-5a8c-5287-690348567cdc","Träffades på Akamai Tech Day","Held","","05/30/2024 00:00","05/30/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3e5f3186-0dbd-0ea0-38db-68f1ff6f0c31","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c17c5120-1a5b-0e8b-a772-690348df02c6","","Held","","08/18/2023 00:00","08/18/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","62c374f5-dcff-04bf-fb23-68f1ff5761a1","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c185fe0a-442b-d624-78cc-69034770bbd8","","Held","","08/11/2020 00:00","08/11/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","193dbbd5-2665-c9cf-673d-68f1fea758b4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c195a91e-b120-1596-a03f-69034759cd7d","Möte i NYC","Held","","03/30/2022 00:00","03/30/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","721ff507-d145-3aea-b001-68f1ffbd9a19","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Lunch","c1ae8d59-96e0-026d-8003-690347639adc","","Held","","02/17/2020 00:00","02/17/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9e518ae6-97b9-3f99-cf8d-68f1ff61198e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Open Live","c1b929da-a34b-a970-0e25-6915d10259c3","","Planned","","11/10/2025 15:00","11/10/2025 16:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","c8dcc693-c13b-c665-33cf-68f1ff1e846b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","11/13/2025 12:40","11/13/2025 12:40","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c1dbaab1-95e4-fa6d-6831-69034832dceb","MHV Denver","Held","","02/13/2024 00:00","02/13/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","202bb37e-a161-2ce4-b14a-68f1ff6f86e0","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","c1ed4fbe-f7f8-bcc0-0bd6-6903470221de","","Held","","05/06/2021 00:00","05/06/2021 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","cf57146d-f842-5af3-dcfa-68f1ff99fa91","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c24cc946-4314-991b-f45f-69034897df58","","Held","","03/12/2024 00:00","03/12/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ea223b3b-c862-1345-2fd7-68f1ff58cee4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Final check proposed architectural design","c2646582-176f-d3c2-93dd-6903475278a0","","Held","","11/17/2020 00:00","11/17/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8421844b-d605-3cb9-0cbe-68f1fe962cfa","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","c2791804-758c-7b58-594f-690348d0e9dd","","Held","","02/01/2023 00:00","02/01/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9016fb2a-7e92-3f0a-5414-68f1feb6bb19","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c27db6a8-c3c8-4c8b-50e5-68fb785463bd","Lunch","Held","","06/16/2022 00:00","06/16/2022 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","d933c57a-f3e4-e99f-2e66-68f1fe86f09d","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:17","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c2c4d4be-1fba-a64e-b677-6903488c1304","OTT Executive Dinner","Held","","12/12/2023 00:00","12/12/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","22744e30-9770-2389-726a-68f1ff26aacb","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c2ce0032-d75e-0efc-a0d1-69034880607e","Diskussion om läget på ITV och STSWE24 medverkan","Held","","03/14/2024 00:00","03/14/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9796a1f0-6131-1da2-b71e-68f1ffbb2444","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c2ec6edc-bbfa-3ddf-0c97-690348b66215","","Held","","02/25/2025 00:00","02/25/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ae4ed3a9-c737-2e29-60f0-68f1ffa24b0d","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c32c1cc9-068e-107a-5071-6903485c8aa7","","Held","","04/29/2025 00:00","04/29/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","12a104e8-035b-27d3-a00b-68f1ff8b0b8b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c338df12-63ff-e9e5-c8cf-69034840513d","","Held","","02/21/2024 00:00","02/21/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e874855f-bdb7-0198-989e-68f1fe6c1f97","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c34c5680-a83c-9b24-da73-6903488e1bef","","Held","","05/10/2023 00:00","05/10/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","3f15bfba-692a-69e4-afe1-68f1ff69ffd1","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","c35a0253-7f96-77df-3200-6903488343af","","Held","","04/26/2024 00:00","04/26/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c5c3a05a-6c9f-b9eb-bcba-68f1ff74be3a","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","c35aacd7-e02e-556f-b49e-6903486c8b6f","","Held","","12/04/2024 00:00","12/04/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ba0a3285-0f79-3dd9-ac20-68f1ff54eb04","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c35e2ed4-64ee-79b0-de13-690347e3c913","","Held","","09/11/2020 00:00","09/11/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","42ef4b86-7768-8684-95a7-68f1ff6a4ac4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","c3849844-50c8-291c-edea-6903485afb89","","Held","","05/03/2024 00:00","05/03/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","327860d0-ab4d-43a1-1b7c-68f1ff7bcea9","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c3978627-87a9-780d-459b-690348093265","","Held","","08/19/2024 00:00","08/19/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9796a1f0-6131-1da2-b71e-68f1ffbb2444","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c3b430c6-7bbc-cb98-2ec0-690348e69b44","","Held","","06/11/2024 00:00","06/11/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","e874855f-bdb7-0198-989e-68f1fe6c1f97","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c3c28a16-d14a-0f19-f1dc-690348afc307","<p style=""margin:0cm;"">Jag har under förmiddagen haft ett väldigt bra kundbesök hos Altibox i Stavanger. Jag träffade förutom Jarle, Stefan och Thor Eivind även Marius Eliassen (CMS ansvarig), Kjetil Hagen (affärssidan) och Gjermund Brabrant (Frontend och deras business logik som de kallar ATS), så bra uppslutning hela förmiddagen.</p><p style=""margin:0cm;"">De gick igenom sin strategi, arkitektur och leverantörer de nu tar in för att sakta ersätta Huawei. Många intressanta val och det verkar nu som de börjar släppa den traditionella leverantörssargen. Men de kämpar som alla andra med aggregatorrollen och hur de fortsätter vara relevanta.</p><p style=""margin:0cm;"">De har ett behov av att stärka upp med hjälp under hösten och vi är överst på deras lista. Men inget kommer att hända innan sommaren.</p><p style=""margin:0cm;""> </p>","Held","","06/07/2022 00:00","06/07/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9eac1b40-65ab-7d22-b821-68f1fe0bde40","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Kvartalsmöte","c3ea6300-8712-3f36-a631-69034770d5a7","
<div>
<div>
<div><p>Telenor update:</p><ul><li><p>Samsung app sent for testing</p></li><li><p>Media Hub launch 5<span>th </span>of April</p></li><li><p>Telenor branded remote</p></li><li><p>A lot of focus on Stream</p></li><li><p>Ideas to replace/complement the current live origin</p></li></ul></div></div></div>","Held","","02/24/2022 00:00","02/24/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","b8274559-cbc1-aef7-afc0-68f1ff9e4dbf","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c3f888da-6359-47bd-96f5-690348e115a6","","Held","","05/31/2023 00:00","05/31/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","9796a1f0-6131-1da2-b71e-68f1ffbb2444","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c41a8328-ccf7-d38b-9d91-690348b524fd","","Held","","07/10/2025 00:00","07/10/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c6591c07-ec56-3d3f-8199-68f1fe7793b2","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c434f3fb-3b32-a3ac-ae03-69034810943c","Träffades på Media Tailor Sverige invigninga","Held","","08/27/2025 00:00","08/27/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","580dcc77-d608-22fb-a9c6-68f1fef45b59","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c4432d03-1c0d-9158-b920-6903473b06f1","","Held","","10/21/2020 00:00","10/21/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","f56308b0-a972-5a75-9fc0-68f1ffaf46ed","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c44a08b5-ed85-db23-2d82-6903482ea99b","Överlämning av Stream Corruptor, samt diskussion om ev. uppdrag att utveckla SDK för device capabilities.","Held","","06/16/2022 00:00","06/16/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d933c57a-f3e4-e99f-2e66-68f1fe86f09d","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c497b013-3e3a-f56a-6382-690348c7c9e9","","Held","","03/21/2025 00:00","03/21/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","c9fd4899-0462-d65e-081f-68f1ffe0574a","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c4a468ae-79e5-e630-5c5e-69034801cbec","","Held","","05/31/2023 00:00","05/31/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","70c40147-812e-5e7a-587d-68f1ff4609e6","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Partnermeeting IP-Only","c4cdfb87-73d2-055f-986c-6903477e9773","","Held","","08/20/2020 00:00","08/20/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0c6f950-8f3a-7c15-56f8-68f1ff8d6a75","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:10","10/31/2025 07:03","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c4cf5abd-17ef-1e8b-206c-690348fb0e48","Möte på NAB:
<div><br /></div>
<div>Action: <span>Se om vi kan ändra från timavtal till projektavtal för vår utveckling till Bitmovin.</span></div><p>Behov av att förstå webRTC/WHIP/WHEP bättre. Paul skall återkomma.</p>","Held","","04/17/2023 00:00","04/17/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","56b6f177-e5ed-e4f5-e6bf-68f1feb83e51","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c4d79c38-78fe-91ef-206a-6903482b652a","SportsPro OTT Summit","Held","","11/29/2022 00:00","11/29/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","f07f09f4-bd46-37c4-bcd0-68f1ff019c14","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c4ef8e6b-966d-e07a-d279-690348365ffd","Glöggmingel hos Cederquist","Held","","11/22/2023 00:00","11/22/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","5303da6f-11e1-5e94-42ba-68f1ffcbca25","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c5044e42-75ae-aff2-0e98-69034896753e","","Held","","05/01/2023 00:00","05/01/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d09d90bd-61f0-547e-d77f-68f1ff1f0b69","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c50b3797-a839-cb8f-c064-6903486124a3","Planering för nästa år. Bl.a. pratade vi om att hjälpa dem att optimera och automatisera dessa Vod encoding pipeline (idag Vantage). Dels att hjälpa till att automatisera ingest och QC, samt att se till att Vantage flödet flyter bra. Och i ett nästa steg utöka med SVT Encore lådor.","Held","","12/07/2023 00:00","12/07/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","ea223b3b-c862-1345-2fd7-68f1ff58cee4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c51899ad-e4fd-e6ff-52b3-6903487c2aeb","","Held","","04/23/2024 00:00","04/23/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","981ce446-52b6-14f8-65c9-68f1ff812ff8","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c537cf8b-d619-4766-ea16-6903485ee7d1","","Held","","09/24/2025 00:00","09/24/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d7b59f18-fbea-1991-e2ed-68f1ffd8a01e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:06","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c5490910-57cd-f598-00bf-690348feb76d","","Held","","09/21/2022 00:00","09/21/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d019c48f-5dd7-7165-3efe-68f1fff80edd","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c5526fae-2207-ee85-4089-690348f44eef","FOMS","Held","","10/23/2023 00:00","10/23/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","18ec3239-e5a3-8922-34a7-68f1ff4d1360","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c5700e97-bd7b-dc33-0346-68fb7830b70f","Lunch. Jobbar med media supply flöden, intresserad av STSWE presentation Jonas+. ","Held","","03/04/2025 00:00","03/04/2025 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","d933c57a-f3e4-e99f-2e66-68f1fe86f09d","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:19","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c57761ad-1414-33ab-8241-69034823fd71","","Held","","06/18/2025 00:00","06/18/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","56bbd71a-f00e-b4a5-2892-68f1ff33461e","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c59a83b1-a02f-a82c-f667-69034885ef01","MHV i Denver","Held","","02/12/2024 00:00","02/12/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","56b6f177-e5ed-e4f5-e6bf-68f1feb83e51","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c5a40df6-a0db-d5fd-8180-69034728eae0","Synk inför Appear event i Mars","Held","","02/11/2022 00:00","02/11/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","87a71275-ba4c-810a-a4d3-68f1fe8e48ef","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c5b57745-fb51-523b-f366-6903485cc42c","","Held","","06/18/2025 00:00","06/18/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","42ef4b86-7768-8684-95a7-68f1ff6a4ac4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c6413ca3-3c8a-d3f7-db2a-6903480fbc81","","Held","","01/10/2024 00:00","01/10/2024 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","d0d333c2-9f84-2293-b42c-68f1fed579bc","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:13","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c6475679-59db-5556-66c5-690347f14e67","","Held","","04/21/2022 00:00","04/21/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","24ce5c4a-17cf-225b-17aa-68f1ff46b54b","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c64a82b2-41b6-ef25-7f0d-68fb78c50a40","Kvartalsmöte. Nordiska lösningen blir ADB norska.","Held","","08/28/2024 00:00","08/28/2024 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","e0b76113-b9bf-af22-b777-68f1ff5d0024","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:18","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c6716475-2b88-90f4-4472-690348f8fc94","","Held","","05/14/2025 00:00","05/14/2025 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","2c8156ed-28a8-7cf6-b657-68f1ff515a6f","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:14","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c6723309-23f7-9f47-80b1-68fb78b0c384","Kvartalsmöte","Held","","09/24/2021 00:00","09/24/2021 01:00","1","0","'-1","SuiteCRM","","","","","","","Accounts","381e7997-52f6-ddf3-6f61-68f1fe094b59","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 09:16","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c677a680-d313-da29-1484-68fb78999257","Hanna berättar att de börjat den nordiska sammanslagningen för TV. Just nu utvärderas den norska lösningen med ADB. Hon berättar att de diskuterar internt och vill ta Eyevinn oberoende hjälp. ","Held","","10/17/2023 00:00","10/17/2023 01:00","1","0","'-1","SuiteCRM","","","","","","","Opportunities","5a418911-a53e-92e7-b353-68f201dd3f92","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/24/2025 13:00","11/06/2025 12:13","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c67fadca-cb45-0e48-9dbb-6903474ec5d1","","Held","","11/02/2020 00:00","11/02/2020 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","63a4a244-2f6b-cc55-54b1-68f1ff6ab339","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c68155a7-7db1-9046-2dc0-69034841f18d","","Held","","09/15/2023 00:00","09/15/2023 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","2ba0033a-fb9f-deb8-16c8-68f1fff561c4","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:12","10/31/2025 07:05","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Meeting","c6927c6e-34e8-e478-3246-690347b3f90d","Catch-up call. Inget konkret förutom en synk om NAB. Kommer behöva hjälp med side-car subtitles framöver.","Held","","05/04/2022 00:00","05/04/2022 00:00","0","","'-1","SuiteCRM","","","","","","","Accounts","8d490b31-a928-ff06-6ca7-68f1ff908568","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/30/2025 11:11","10/31/2025 07:04","1","1","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
"Cloud","c6e201a4-bca9-8656-ee33-69442ab98125","","Planned","","12/17/2025 16:30","12/17/2025 16:45","0","15","'-1","SuiteCRM","","","","","","","Accounts","6544fce1-9de6-ea67-781b-694429de19d2","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","12/18/2025 16:21","12/18/2025 16:21","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","'-1","0","0","None","1","","","","","","","","0,00000000","","","0,00000000"
